         53762953 function calls (53439232 primitive calls) in 75.954 seconds

   Ordered by: file name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       74    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pdstable/__init__.py:1087(__init__)
     5498    0.008    0.000    0.012    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:2914(parseImpl)
        2    0.000    0.000    0.865    0.433 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:1135(parse_string)
 122928/2    0.285    0.000    0.855    0.427 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:811(_parseNoCache)
       27    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:2886(_generateDefaultName)
    164/1    0.001    0.000    0.010    0.010 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3791(streamline)
    136/1    0.003    0.000    0.010    0.010 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3944(streamline)
      142    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3415(parseImpl)
      142    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3493(parseImpl)
     1388    0.014    0.000    0.200    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4083(parseImpl)
 7971/702    0.045    0.000    0.843    0.001 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4242(parseImpl)
  29818/2    0.046    0.000    0.855    0.427 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3994(parseImpl)
   2324/6    0.005    0.000    0.855    0.142 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4930(parseImpl)
      451    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3743(recurse)
      453    0.000    0.000    0.002    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4038(<genexpr>)
       10    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4074(<genexpr>)
        9    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4075(<genexpr>)
     5550    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4088(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4174(<genexpr>)
       33    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4232(<genexpr>)
      112    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4233(<genexpr>)
       88    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4281(<genexpr>)
      548    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4509(recurse)
       20    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:5189(_generateDefaultName)
       38    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:5046(_generateDefaultName)
     6805    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:5852(postParse)
        8    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3045(re)
    12889    0.012    0.000    0.016    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:2438(parseImpl)
    41497    0.033    0.000    0.038    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:792(preParse)
     3795    0.005    0.000    0.006    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:2412(parseImpl)
  573/132    0.000    0.000    0.002    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:1878(default_name)
       27    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:2887(charsAsStr)
       10    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4076(<genexpr>)
      112    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4234(<genexpr>)
    29452    0.005    0.000    0.005    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:807(postParse)
      312    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:1924(recurse)
      173    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3991(<genexpr>)
  713/155    0.000    0.000    0.002    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:1913(__str__)
     4162    0.004    0.000    0.171    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:913(try_parse)
        4    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3408(_generateDefaultName)
     1623    0.005    0.000    0.077    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:5040(parseImpl)
    171/3    0.000    0.000    0.010    0.003 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4550(streamline)
      432    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:1919(streamline)
       43    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:2409(_generateDefaultName)
        8    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3055(re_match)
        5    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:5012(_generateDefaultName)
  713/155    0.000    0.000    0.002    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:1908(name)
        5    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3491(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3490(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4173(_generateDefaultName)
       19    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4280(_generateDefaultName)
    83/81    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4576(_generateDefaultName)
    10125    0.013    0.000    0.025    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:2943(parseImpl_regex)
      295    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3946(<genexpr>)
     2327    0.003    0.000    0.017    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:289(wrapper)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:1013(reset_cache)
      112    0.000    0.000    0.002    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4037(_generateDefaultName)
     4366    0.023    0.000    0.097    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:5667(postParse)
      3/2    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4071(streamline)
11306/11303    0.016    0.000    0.076    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:5173(parseImpl)
     6122    0.009    0.000    0.016    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:3066(parseImpl)
31408/23527    0.034    0.000    0.483    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4512(parseImpl)
     66/2    0.000    0.000    0.010    0.005 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/core.py:4226(streamline)
    29084    0.010    0.000    0.010    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/exceptions.py:46(__init__)
    52644    0.077    0.000    0.106    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/results.py:148(__new__)
     4366    0.016    0.000    0.023    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/results.py:234(__delitem__)
    12362    0.010    0.000    0.013    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/results.py:449(__iadd__)
    52644    0.008    0.000    0.008    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/results.py:171(__init__)
    12362    0.003    0.000    0.003    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/results.py:264(__bool__)
     4366    0.006    0.000    0.008    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/results.py:494(_asStringList)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/results.py:505(as_list)
     1174    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/results.py:261(__len__)
     3635    0.002    0.000    0.002    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/results.py:210(__getitem__)
     4366    0.008    0.000    0.023    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/results.py:554(copy)
       31    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/util.py:186(_collapse_string_to_ranges)
       68    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/util.py:203(no_escape_re_range_char)
      338    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/util.py:189(is_consecutive)
        2    0.000    0.000    0.865    0.433 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/util.py:251(_inner)
        7    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/pyparsing/util.py:200(escape_re_range_char)
     1013    0.002    0.000    0.004    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/scipy/interpolate/_fitpack2.py:291(_reset_class)
     1013    0.009    0.000    0.031    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/scipy/interpolate/_fitpack2.py:244(validate_input)
    11422    0.024    0.000    2.824    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/scipy/interpolate/_fitpack2.py:360(__call__)
     1013    0.134    0.000    0.184    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/scipy/interpolate/_fitpack2.py:731(__init__)
     1013    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/scipy/interpolate/_fitpack2.py:315(_set_class)
    11422    2.751    0.000    2.798    0.000 /home/spitale/rms-/rms-data-projects/metadata/metadata-venv/lib/python3.12/site-packages/scipy/interpolate/_fitpack_impl.py:302(splev)
     1443    0.001    0.000    0.034    0.000 /home/spitale/rms-/rms-julian/julian/_deltat.py:210(leapsecs_from_ymd)
     1443    0.013    0.000    0.032    0.000 /home/spitale/rms-/rms-julian/julian/_deltat.py:183(delta_t_from_ymd)
7696/6253    0.006    0.000    0.020    0.000 /home/spitale/rms-/rms-julian/julian/_utils.py:53(_number)
     4810    0.005    0.000    0.015    0.000 /home/spitale/rms-/rms-julian/julian/_utils.py:12(_int)
      481    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-julian/julian/_utils.py:41(_float)
     2886    0.001    0.000    0.006    0.000 /home/spitale/rms-/rms-julian/julian/_utils.py:93(_is_float)
     1443    0.010    0.000    0.037    0.000 /home/spitale/rms-/rms-julian/julian/calendar.py:118(ymd_from_day)
      481    0.003    0.000    0.028    0.000 /home/spitale/rms-/rms-julian/julian/calendar.py:230(days_in_ym)
 1443/481    0.011    0.000    0.061    0.000 /home/spitale/rms-/rms-julian/julian/calendar.py:25(day_from_ymd)
      481    0.001    0.000    0.015    0.000 /home/spitale/rms-/rms-julian/julian/calendar.py:277(days_in_year)
      481    0.009    0.000    0.090    0.000 /home/spitale/rms-/rms-julian/julian/iso_parsers.py:48(day_from_iso)
      481    0.015    0.000    0.288    0.001 /home/spitale/rms-/rms-julian/julian/iso_parsers.py:336(day_sec_from_iso)
      481    0.032    0.000    0.103    0.000 /home/spitale/rms-/rms-julian/julian/iso_parsers.py:178(sec_from_iso)
      481    0.001    0.000    0.321    0.001 /home/spitale/rms-/rms-julian/julian/iso_parsers.py:402(tai_from_iso)
      481    0.001    0.000    0.056    0.000 /home/spitale/rms-/rms-julian/julian/leap_seconds.py:573(seconds_on_day)
      481    0.000    0.000    0.010    0.000 /home/spitale/rms-/rms-julian/julian/leap_seconds.py:539(leapsecs_from_ym)
      962    0.002    0.000    0.053    0.000 /home/spitale/rms-/rms-julian/julian/leap_seconds.py:549(leapsecs_on_day)
      481    0.008    0.000    0.036    0.000 /home/spitale/rms-/rms-julian/julian/time_of_day.py:41(sec_from_hms)
      481    0.002    0.000    0.003    0.000 /home/spitale/rms-/rms-julian/julian/utc_tai_tdb_tt.py:186(tai_from_utc)
      481    0.001    0.000    0.032    0.000 /home/spitale/rms-/rms-julian/julian/utc_tai_tdb_tt.py:311(tai_from_day_sec)
      481    0.004    0.000    0.005    0.000 /home/spitale/rms-/rms-julian/julian/utc_tai_tdb_tt.py:367(tdb_from_tai)
      481    0.003    0.000    0.027    0.000 /home/spitale/rms-/rms-julian/julian/utc_tai_tdb_tt.py:131(utc_from_day_sec)
       27    0.001    0.000    0.173    0.006 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:234(dlos_duv1)
       27    0.001    0.000    0.275    0.010 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:29(__init__)
        3    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:479(unmasked_surface_key)
       25    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:292(standardize_event_key)
      135    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:639(get_antimask)
      189    0.001    0.000    2.276    0.012 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:566(get_obs_event)
        3    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:613(get_surface)
1377/1134    0.008    0.000   37.820    0.033 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:689(get_surface_event)
      135    0.003    0.000   27.185    0.201 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:785(_get_los_event)
      297    0.002    0.000    0.120    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:835(_save_event)
     2619    0.015    0.000    0.097    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:873(register_backplane)
        5    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:547(intercept_dict_key)
      135    0.000    0.000    0.464    0.003 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:227(dlos_duv)
       27    0.000    0.000    0.214    0.008 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:274(center_dlos_duv)
     1404    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:929(get_backplane)
        5    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:532(unmasked_event_key)
      567    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:420(_event_and_backplane_keys)
      594    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:365(_is_shadowing)
      135    0.000    0.000    1.624    0.012 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:858(get_gridless_event)
1485/1431    0.008    0.000   12.583    0.009 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:951(evaluate)
     1239    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:347(_is_dispersed)
      483    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:353(_is_occultation)
      402    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:359(_is_gridless)
        3    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:447(get_body_and_modifier)
       12    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/__init__.py:371(gridless_event_key)
       27    0.000    0.000    0.010    0.000 /home/spitale/rms-/rms-oops/oops/backplane/ansa.py:13(ansa_radius)
       54    0.001    0.000    1.629    0.030 /home/spitale/rms-/rms-oops/oops/backplane/ansa.py:84(ansa_longitude)
       27    0.000    0.000    0.047    0.002 /home/spitale/rms-/rms-oops/oops/backplane/ansa.py:168(_fill_ansa_longitudes)
       27    0.000    0.000    0.052    0.002 /home/spitale/rms-/rms-oops/oops/backplane/ansa.py:186(ansa_radial_resolution)
       27    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/ansa.py:59(ansa_altitude)
       27    0.000    0.000    0.008    0.000 /home/spitale/rms-/rms-oops/oops/backplane/ansa.py:140(_fill_ansa_intercepts)
      135    0.001    0.000   19.835    0.147 /home/spitale/rms-/rms-oops/oops/backplane/distance.py:29(light_time)
       81    0.000    0.000    0.032    0.000 /home/spitale/rms-/rms-oops/oops/backplane/distance.py:73(center_distance)
      297    0.001    0.000   19.845    0.067 /home/spitale/rms-/rms-oops/oops/backplane/distance.py:8(distance)
      162    0.002    0.000    1.768    0.011 /home/spitale/rms-/rms-oops/oops/backplane/lighting.py:8(incidence_angle)
       81    0.002    0.000    1.052    0.013 /home/spitale/rms-/rms-oops/oops/backplane/lighting.py:45(emission_angle)
       54    0.000    0.000    0.152    0.003 /home/spitale/rms-/rms-oops/oops/backplane/lighting.py:150(center_phase_angle)
      108    0.001    0.000    1.717    0.016 /home/spitale/rms-/rms-oops/oops/backplane/lighting.py:81(phase_angle)
       27    0.001    0.000    0.496    0.018 /home/spitale/rms-/rms-oops/oops/backplane/resolution.py:8(resolution)
       27    0.000    0.000    0.253    0.009 /home/spitale/rms-/rms-oops/oops/backplane/resolution.py:35(center_resolution)
       27    0.000    0.000    0.458    0.017 /home/spitale/rms-/rms-oops/oops/backplane/resolution.py:62(finest_resolution)
       27    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/resolution.py:79(coarsest_resolution)
       27    0.001    0.000    0.458    0.017 /home/spitale/rms-/rms-oops/oops/backplane/resolution.py:95(_fill_surface_resolution)
      135    0.001    0.000    1.210    0.009 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:344(ring_incidence_angle)
      135    0.000    0.000    0.661    0.005 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:411(ring_emission_angle)
       27    0.000    0.000    0.011    0.000 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:16(ring_radius)
      108    0.001    0.000    1.957    0.018 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:192(_aries_ring_longitude)
       81    0.001    0.000    2.214    0.027 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:52(ring_longitude)
       27    0.000    0.000    0.857    0.032 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:212(ring_azimuth)
       54    0.000    0.000    0.009    0.000 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:264(ring_elevation)
       27    0.000    0.000    0.012    0.000 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:476(ring_sub_observer_longitude)
       27    0.000    0.000    0.012    0.000 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:528(ring_sub_solar_longitude)
       27    0.000    0.000    0.059    0.002 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:624(ring_radial_resolution)
       54    0.000    0.000    0.094    0.002 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:580(ring_center_incidence_angle)
       54    0.000    0.000    0.091    0.002 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:600(ring_center_emission_angle)
       27    0.000    0.000    0.011    0.000 /home/spitale/rms-/rms-oops/oops/backplane/ring.py:321(_fill_ring_intercepts)
       27    0.000    0.000    0.347    0.013 /home/spitale/rms-/rms-oops/oops/backplane/sky.py:11(right_ascension)
       27    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/backplane/sky.py:34(declination)
       27    0.000    0.000    0.347    0.013 /home/spitale/rms-/rms-oops/oops/backplane/sky.py:57(_fill_ra_dec)
       54    0.000    0.000    0.031    0.001 /home/spitale/rms-/rms-oops/oops/backplane/spheroid.py:102(latitude)
       81    0.001    0.000    1.970    0.024 /home/spitale/rms-/rms-oops/oops/backplane/spheroid.py:8(longitude)
       81    0.001    0.000    0.068    0.001 /home/spitale/rms-/rms-oops/oops/backplane/spheroid.py:394(sub_solar_latitude)
       27    0.000    0.000    0.011    0.000 /home/spitale/rms-/rms-oops/oops/backplane/spheroid.py:242(sub_observer_longitude)
       27    0.000    0.000    0.011    0.000 /home/spitale/rms-/rms-oops/oops/backplane/spheroid.py:283(sub_solar_longitude)
       54    0.000    0.000    0.020    0.000 /home/spitale/rms-/rms-oops/oops/backplane/spheroid.py:327(_sub_longitude)
       81    0.001    0.000    0.069    0.001 /home/spitale/rms-/rms-oops/oops/backplane/spheroid.py:366(sub_observer_latitude)
       27    0.000    0.000    0.008    0.000 /home/spitale/rms-/rms-oops/oops/backplane/spheroid.py:150(_fill_surface_intercepts)
      108    0.000    0.000    0.386    0.004 /home/spitale/rms-/rms-oops/oops/backplane/spheroid.py:175(_sub_observer_longitude)
      135    0.001    0.000    3.291    0.024 /home/spitale/rms-/rms-oops/oops/backplane/spheroid.py:205(_sub_solar_longitude)
       54    0.004    0.000    3.342    0.062 /home/spitale/rms-/rms-oops/oops/backplane/where.py:227(_where_inside_or_outside)
       27    0.001    0.000    0.571    0.021 /home/spitale/rms-/rms-oops/oops/backplane/where.py:171(_where_sunward_or_antisunward)
       81    0.002    0.000   19.835    0.245 /home/spitale/rms-/rms-oops/oops/backplane/where.py:115(_where_in_front_or_in_back)
       54    0.003    0.000   16.803    0.311 /home/spitale/rms-/rms-oops/oops/backplane/where.py:47(_where_inside_or_outside_shadow)
       54    0.000    0.000   16.803    0.311 /home/spitale/rms-/rms-oops/oops/backplane/where.py:25(where_inside_shadow)
       81    0.000    0.000   19.835    0.245 /home/spitale/rms-/rms-oops/oops/backplane/where.py:103(where_in_back)
       27    0.000    0.000    0.571    0.021 /home/spitale/rms-/rms-oops/oops/backplane/where.py:161(where_antisunward)
       54    0.000    0.000    3.342    0.062 /home/spitale/rms-/rms-oops/oops/backplane/where.py:205(where_inside)
     1971    0.001    0.000    0.003    0.000 /home/spitale/rms-/rms-oops/oops/body.py:820(as_body)
     1971    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-oops/oops/body.py:838(as_body_name)
     2136    0.001    0.000    0.002    0.000 /home/spitale/rms-/rms-oops/oops/body.py:806(lookup)
      217    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/body.py:813(exists)
      243    0.001    0.000   10.205    0.042 /home/spitale/rms-/rms-oops/oops/body.py:870(photon_to_event)
      477    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-oops/oops/cadence/metronome.py:13(__init__)
      477    0.001    0.000    0.002    0.000 /home/spitale/rms-/rms-oops/oops/cadence/metronome.py:370(for_array0d)
       81    0.001    0.000    0.997    0.012 /home/spitale/rms-/rms-oops/oops/event.py:1983(emission_angle)
  202/101    0.001    0.000    0.281    0.003 /home/spitale/rms-/rms-oops/oops/event.py:976(all_masked)
       81    0.001    0.000    1.431    0.018 /home/spitale/rms-/rms-oops/oops/event.py:1949(incidence_angle)
     1339    0.007    0.000    0.021    0.000 /home/spitale/rms-/rms-oops/oops/event.py:321(mask)
19107/14790    0.045    0.000    2.560    0.000 /home/spitale/rms-/rms-oops/oops/event.py:822(insert_subfield)
      675    0.005    0.000    2.704    0.004 /home/spitale/rms-/rms-oops/oops/event.py:1043(replace)
      405    0.002    0.000    0.024    0.000 /home/spitale/rms-/rms-oops/oops/event.py:699(dep_lt)
      270    0.002    0.000    0.042    0.000 /home/spitale/rms-/rms-oops/oops/event.py:724(perp)
       90    0.000    0.000    0.004    0.000 /home/spitale/rms-/rms-oops/oops/event.py:749(vflat)
      752    0.003    0.000    2.618    0.003 /home/spitale/rms-/rms-oops/oops/event.py:1190(shrink)
      664    0.003    0.000    2.014    0.003 /home/spitale/rms-/rms-oops/oops/event.py:1223(unshrink)
