         53762953 function calls (53439232 primitive calls) in 75.954 seconds

   Ordered by: file name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1020    0.004    0.000    0.005    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/indexer.py:524(_prep_scalar_index)
      323    0.002    0.000    0.035    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/item_ops.py:156(transpose_numer)
3879/2583    0.037    0.000    0.734    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/item_ops.py:8(extract_numer)
      135    0.001    0.000    0.026    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/item_ops.py:87(extract_denoms)
       81    0.001    0.000    0.009    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/item_ops.py:204(reshape_numer)
       81    0.001    0.000    0.009    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/item_ops.py:299(reshape_denom)
      135    0.001    0.000    0.017    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/item_ops.py:334(join_items)
       81    0.000    0.000    0.009    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/item_ops.py:239(flatten_numer)
       81    0.000    0.000    0.010    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/item_ops.py:324(flatten_denom)
       81    0.001    0.000    0.169    0.002 /home/spitale/rms-/rms-polymath/polymath/extensions/item_ops.py:403(chain)
    18046    0.082    0.000    0.499    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/mask_ops.py:8(mask_where)
     1100    0.009    0.000    0.249    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/mask_ops.py:358(clip)
    15982    0.127    0.000    3.430    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/mask_ops.py:78(mask_where_eq)
      242    0.002    0.000    0.002    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/mask_ops.py:452(is_outside)
      583    0.006    0.000    0.196    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/mask_ops.py:189(mask_where_lt)
    33165    0.006    0.000    0.006    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/math_ops.py:113(_check_axis)
      672    0.070    0.000    0.087    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/math_ops.py:482(cross_3x3)
       90    0.004    0.000    0.027    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/math_ops.py:321(norm_sq)
    14267    0.290    0.000    4.732    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/math_ops.py:272(norm)
17333/11385    3.648    0.000   13.090    0.001 /home/spitale/rms-/rms-polymath/polymath/extensions/math_ops.py:165(dot)
      672    0.013    0.000    0.228    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/math_ops.py:371(cross)
     4706    0.023    0.000    0.283    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/shaper.py:9(reshape)
     2197    0.005    0.000    0.131    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/shaper.py:49(flatten)
7685/5235    1.352    0.000    2.450    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/shrinker.py:9(shrink)
2750/1945    0.566    0.000    1.106    0.001 /home/spitale/rms-/rms-polymath/polymath/extensions/shrinker.py:107(unshrink)
       81    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/tvl.py:303(_tvl_op)
       81    0.000    0.000    0.013    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/tvl.py:261(tvl_gt)
      374    0.013    0.000    1.888    0.005 /home/spitale/rms-/rms-polymath/polymath/matrix.py:321(inverse)
      215    0.000    0.000    0.044    0.000 /home/spitale/rms-/rms-polymath/polymath/matrix.py:57(row_vector)
      323    0.001    0.000    0.035    0.000 /home/spitale/rms-/rms-polymath/polymath/matrix.py:303(transpose)
      215    0.032    0.000    0.665    0.003 /home/spitale/rms-/rms-polymath/polymath/matrix3.py:59(twovec)
      323    0.000    0.000    0.036    0.000 /home/spitale/rms-/rms-polymath/polymath/matrix3.py:379(reciprocal)
     6106    0.007    0.000    7.930    0.001 /home/spitale/rms-/rms-polymath/polymath/matrix3.py:342(__mul__)
     3480    0.005    0.000    0.581    0.000 /home/spitale/rms-/rms-polymath/polymath/matrix3.py:31(as_matrix3)
      216    0.001    0.000    0.291    0.001 /home/spitale/rms-/rms-polymath/polymath/matrix3.py:304(rotate)
      216    0.000    0.000    0.105    0.000 /home/spitale/rms-/rms-polymath/polymath/matrix3.py:321(unrotate)
     1224    0.003    0.000    0.089    0.000 /home/spitale/rms-/rms-polymath/polymath/pair.py:31(as_pair)
      559    0.361    0.001    0.537    0.001 /home/spitale/rms-/rms-polymath/polymath/quaternion.py:183(to_matrix3)
       80    0.018    0.000    0.035    0.000 /home/spitale/rms-/rms-polymath/polymath/quaternion.py:400(from_matrix3)
       80    0.000    0.000    0.036    0.000 /home/spitale/rms-/rms-polymath/polymath/quaternion.py:34(as_quaternion)
93523/71456    0.183    0.000    0.408    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1914(as_readonly)
   319960    0.324    0.000    0.373    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:824(_suitable_numer)
      792    0.045    0.000    0.291    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3722(_mod_by_scalar)
    15896    0.030    0.000    0.080    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1184(_set_mask_)
134927/95816    1.870    0.000    3.408    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:968(clone)
   319960    0.096    0.000    0.096    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:779(_suitable_dtype)
    12221    0.268    0.000    5.542    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3426(_div_by_scalar)
   322393    6.463    0.000   27.235    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:233(__init__)
   322393    0.261    0.000    0.890    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:457(_as_values_and_mask)
688083/687939    0.593    0.000    0.746    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:498(_as_mask)
   368165    0.311    0.000    0.731    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:567(_suitable_mask)
   320551    1.191    0.000    3.447    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:856(_suitable_value)
849832/849763    1.253    0.000    3.653    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:624(_dtype_and_value)
   336686    0.534    0.000    0.824    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:705(_casted_to_dtype)
415299/412261    0.386    0.000    0.525    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:893(or_)
       81    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:929(and_)
    23534    0.129    0.000    0.290    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1104(_set_values_)
     7424    0.017    0.000    0.381    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1626(without_derivs)
   126848    0.231    0.000    1.348    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1344(wod)
    94316    0.357    0.000    1.154    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1473(insert_deriv)
  976/880    0.005    0.000    0.046    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1982(copy)
3996/2394    0.016    0.000    0.398    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2285(masked_single)
28122/26967    0.166    0.000    3.110    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2304(as_this_type)
    36745    0.117    0.000    3.224    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2384(cast)
   117792    0.073    0.000    0.753    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2099(as_float)
      954    0.001    0.000    0.005    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2143(as_int)
     3479    0.016    0.000    0.041    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2214(as_builtin)
   162/54    0.001    0.000    0.057    0.001 /home/spitale/rms-/rms-polymath/polymath/qube.py:2647(as_all_constant)
      513    0.003    0.000    0.039    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2535(remask_or)
2970/2619    0.009    0.000    0.026    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2606(collapse_mask)
     2488    0.045    0.000    0.107    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2927(__iadd__)
14391/12336    0.048    0.000    0.315    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2971(_add_derivs)
13790/12617    0.043    0.000    0.233    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3091(_sub_derivs)
     1326    0.013    0.000    0.122    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2848(__abs__)
16989/14934    0.322    0.000    1.693    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2879(__add__)
    12221    0.025    0.000    1.493    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3450(_div_derivs)
13258/12085    0.217    0.000    1.467    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2995(__sub__)
     1769    0.033    0.000    0.071    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3047(__isub__)
34140/28243    0.089    0.000   14.284    0.001 /home/spitale/rms-/rms-polymath/polymath/qube.py:3115(__mul__)
26261/20364    1.257    0.000    4.363    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3245(_mul_by_scalar)
    12902    0.028    0.000    5.631    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3307(__truediv__)
      792    0.002    0.000    0.294    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3613(__mod__)
    17765    0.044    0.000    0.521    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3835(_compatible_arg)
    17765    0.116    0.000    0.877    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3867(__eq__)
      144    0.000    0.000    0.003    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3966(__bool__)
  288/198    0.009    0.000    0.151    0.001 /home/spitale/rms-/rms-polymath/polymath/qube.py:4742(from_scalars)
      144    0.001    0.000    0.013    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:4124(any)
      431    0.002    0.000    0.046    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:4314(zero)
42526/41890    0.045    0.000    0.433    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:4525(broadcast_to)
    30944    0.219    0.000    0.365    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:4609(broadcasted_shape)
    18988    0.099    0.000    0.538    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:4682(broadcast)
   346573    0.306    0.000    0.362    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1891(_array_is_readonly)
   152312    0.193    0.000    0.221    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1903(_array_to_readonly)
    23120    0.012    0.000    0.018    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2255(is_one_true)
   331448    0.181    0.000    0.288    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2265(is_one_false)
     1242    0.002    0.000    0.003    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1569(delete_deriv)
   322393    0.177    0.000    0.177    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:4494(_opstr)
11013/10689    0.004    0.000    0.009    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:441(<genexpr>)
11013/10689    0.004    0.000    0.008    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:453(<genexpr>)
      144    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2717(as_mask_where_nonzero)
      584    0.001    0.000    0.028    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2922(__radd__)
     3434    0.003    0.000    0.118    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:4509(broadcast_into_shape)
10905/2249    0.009    0.000    0.026    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:434(_has_qube)
10905/2249    0.006    0.000    0.022    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:445(_has_masked_array)
      706    0.002    0.000    0.226    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3038(__rsub__)
3584/3018    0.006    0.000    0.178    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2478(as_all_masked)
14080/7720    0.043    0.000    0.530    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2508(remask)
     6440    0.009    0.000    0.311    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3158(__rmul__)
     6593    0.017    0.000    0.017    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1268(antimask)
26261/20364    0.036    0.000    1.585    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3272(_mul_derivs)
      413    0.002    0.000    0.159    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3351(__rtruediv__)
  825/681    0.006    0.000    0.037    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3408(_div_by_number)
      141    0.001    0.000    0.014    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1023(zeros)
      189    0.001    0.000    0.024    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1045(ones)
    71716    0.095    0.000    0.324    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1542(insert_derivs)
4756/3912    0.083    0.000    0.262    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2834(__neg__)
    16714    0.036    0.000    0.685    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1683(with_deriv)
     5044    0.009    0.000    0.037    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1964(require_writable)
    11013    0.003    0.000    0.005    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:440(<genexpr>)
   529212    0.364    0.000    2.731    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:698(_dtype)
       27    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1380(_clear_cache)
   192526    0.108    0.000    1.024    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2041(dtype)
   113817    0.040    0.000    0.191    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2278(is_real_number)
10142/9338    0.058    0.000    0.429    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:3232(_mul_by_number)
    11013    0.004    0.000    0.005    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:452(<genexpr>)
    23221    0.031    0.000    1.298    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1665(without_deriv)
      288    0.001    0.000    0.055    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1719(rename_deriv)
    87212    0.017    0.000    0.017    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1229(values)
    36216    0.007    0.000    0.007    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1233(vals)
    77628    0.016    0.000    0.016    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1264(mask)
     9325    0.002    0.000    0.002    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1292(derivs)
   118458    0.022    0.000    0.022    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1296(shape)
     2725    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1312(item)
      224    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1320(denom)
      162    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1332(nsize)
      162    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1336(dsize)
   166247    0.035    0.000    0.035    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:1340(readonly)
   457320    0.224    0.000    0.421    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:227(__new__)
   125922    0.071    0.000    0.722    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2093(is_float)
     5373    0.004    0.000    0.031    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2137(is_int)
    61231    0.035    0.000    0.381    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2178(is_bool)
     3018    0.002    0.000    0.180    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2495(all_masked)
   162/54    0.000    0.000    0.057    0.001 /home/spitale/rms-/rms-polymath/polymath/qube.py:2669(all_constant)
       30    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-polymath/polymath/qube.py:2867(__len__)
     2385    0.012    0.000    0.232    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:1363(__lt__)
      414    0.059    0.000    0.382    0.001 /home/spitale/rms-/rms-polymath/polymath/scalar.py:509(arctan2)
       27    0.001    0.000    0.011    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:1049(maximum)
      583    0.012    0.000    0.388    0.001 /home/spitale/rms-/rms-polymath/polymath/scalar.py:551(sqrt)
     4518    0.059    0.000    0.566    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:379(arcsin)
       27    0.003    0.000    0.043    0.002 /home/spitale/rms-/rms-polymath/polymath/scalar.py:432(arccos)
    17178    0.151    0.000    1.716    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:759(max)
       54    0.002    0.000    0.038    0.001 /home/spitale/rms-/rms-polymath/polymath/scalar.py:1100(minimum)
    15987    0.152    0.000    1.710    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:829(min)
     2106    0.010    0.000    0.041    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:1385(__gt__)
     2100    0.035    0.000    0.390    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:1301(reciprocal)
     1867    0.032    0.000    0.392    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:1472(_power_2)
     1984    0.004    0.000    0.454    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:1533(__pow__)
    70808    0.100    0.000    1.962    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:68(as_scalar)
      325    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:35(_maxval)
       54    0.005    0.000    0.009    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:356(tan)
       54    0.005    0.000    0.009    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:486(arctan)
     2529    0.021    0.000    0.217    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:676(sign)
      198    0.000    0.000    0.073    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:298(abs)
      117    0.000    0.000    0.051    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:1515(_power_neg_half)
      434    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-polymath/polymath/scalar.py:51(_minval)
     4905    0.003    0.000    0.004    0.000 /home/spitale/rms-/rms-polymath/polymath/units.py:121(require_compatible)
      864    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-polymath/polymath/units.py:142(require_match)
       54    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-polymath/polymath/units.py:157(require_angle)
     4599    0.003    0.000    0.004    0.000 /home/spitale/rms-/rms-polymath/polymath/units.py:172(require_unitless)
      583    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-polymath/polymath/units.py:388(sqrt_units)
    50743    0.010    0.000    0.010    0.000 /home/spitale/rms-/rms-polymath/polymath/units.py:110(can_match)
    45637    0.014    0.000    0.014    0.000 /home/spitale/rms-/rms-polymath/polymath/units.py:356(mul_units)
    13013    0.004    0.000    0.004    0.000 /home/spitale/rms-/rms-polymath/polymath/units.py:372(div_units)
     4341    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-polymath/polymath/units.py:400(units_power)
      864    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-polymath/polymath/units.py:128(do_match)
       54    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-polymath/polymath/units.py:149(is_angle)
     4599    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-polymath/polymath/units.py:164(is_unitless)
      360    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-polymath/polymath/vector.py:42(as_vector)
     2268    0.044    0.000    5.497    0.002 /home/spitale/rms-/rms-polymath/polymath/vector.py:506(sep)
 1281/905    0.121    0.000    0.252    0.000 /home/spitale/rms-/rms-polymath/polymath/vector.py:580(element_mul)
      830    0.074    0.000    0.175    0.000 /home/spitale/rms-/rms-polymath/polymath/vector.py:535(cross_product_as_matrix)
      430    0.001    0.000    0.441    0.001 /home/spitale/rms-/rms-polymath/polymath/vector.py:448(ucross)
     1234    0.002    0.000    0.293    0.000 /home/spitale/rms-/rms-polymath/polymath/vector.py:96(to_scalar)
    14267    0.019    0.000    4.751    0.000 /home/spitale/rms-/rms-polymath/polymath/vector.py:380(norm)
       90    0.000    0.000    0.027    0.000 /home/spitale/rms-/rms-polymath/polymath/vector.py:390(norm_sq)
      672    0.002    0.000    0.231    0.000 /home/spitale/rms-/rms-polymath/polymath/vector.py:432(cross)
      619    0.003    0.000    0.787    0.001 /home/spitale/rms-/rms-polymath/polymath/vector.py:490(proj)
      304    0.002    0.000    0.903    0.003 /home/spitale/rms-/rms-polymath/polymath/vector.py:415(with_norm)
      423    0.002    0.000    0.402    0.001 /home/spitale/rms-/rms-polymath/polymath/vector.py:107(to_scalars)
     4311    0.011    0.000    2.111    0.000 /home/spitale/rms-/rms-polymath/polymath/vector.py:369(dot)
     6133    0.015    0.000    3.964    0.001 /home/spitale/rms-/rms-polymath/polymath/vector.py:400(unit)
    94690    0.217    0.000    8.199    0.000 /home/spitale/rms-/rms-polymath/polymath/vector.py:28(__init__)
       54    0.000    0.000    0.089    0.002 /home/spitale/rms-/rms-polymath/polymath/vector.py:472(perp)
    49576    0.085    0.000    3.050    0.000 /home/spitale/rms-/rms-polymath/polymath/vector3.py:30(as_vector3)
       54    0.001    0.000    0.248    0.005 /home/spitale/rms-/rms-polymath/polymath/vector3.py:153(to_cylindrical)
       27    0.000    0.000    0.062    0.002 /home/spitale/rms-/rms-polymath/polymath/vector3.py:113(to_ra_dec_length)
      198    0.001    0.000    0.151    0.001 /home/spitale/rms-/rms-polymath/polymath/vector3.py:57(from_scalars)
      162    0.001    0.000    0.127    0.001 /home/spitale/rms-/rms-polymath/polymath/vector3.py:183(latitude)
      189    0.001    0.000    0.166    0.001 /home/spitale/rms-/rms-polymath/polymath/vector3.py:168(longitude)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/__init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/__init__.py:43(normalize_encoding)
     1443    0.001    0.000    0.002    0.000 /usr/lib/python3.12/encodings/iso8859_14.py:14(decode)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/latin_1.py:25(decode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/latin_1.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/latin_1.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/latin_1.py:13(Codec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/latin_1.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/latin_1.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/latin_1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/latin_1.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/latin_1.py:24(IncrementalDecoder)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1129(__new__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:202(__get__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:726(__call__)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1544(_get_value)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1292(value)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1562(__and__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/fnmatch.py:74(translate)
       28    0.000    0.000    0.001    0.000 /usr/lib/python3.12/fnmatch.py:48(filter)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/fnmatch.py:129(<genexpr>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/fnmatch.py:38(_compile_pattern)
     16/8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:979(__get__)
       50    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:387(_parse_path)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:357(__init__)
       59    0.002    0.000    0.004    0.000 /usr/lib/python3.12/pathlib.py:1114(walk)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:1083(glob)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:199(_select_from)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:175(_select_from)
       78    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:380(with_segments)
    17739    0.009    0.000    0.012    0.000 /usr/lib/python3.12/pathlib.py:447(__fspath__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:80(_make_selector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:748(is_absolute)
      145    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:551(drive)
      145    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:560(root)
      124    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:591(suffix)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:618(stem)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:731(parent)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:1166(__new__)
    17864    0.002    0.000    0.003    0.000 /usr/lib/python3.12/pathlib.py:437(__str__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:583(name)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:711(joinpath)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:837(stat)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:1061(_scandir)
      120    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:1159(__init__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:719(__truediv__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:420(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:854(exists)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:1308(mkdir)
       32    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:702(parts)
       48    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:407(_load_parts)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:154(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:163(select_from)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:192(__init__)
       63    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:450(as_posix)
